domain	date	availability	score	verdict	action_taken
kitdeck.co	2026-05-15	unknown	52	potential	evaluated
kitdeck.com	2026-05-15	unknown	56	potential	evaluated
kitdeck.dev	2026-05-15	unknown	48	potential	evaluated
kitdeck.io	2026-05-15	unknown	51	potential	evaluated
kitdeck.tech	2026-05-15	unknown	47	potential	evaluated
kitdev.ai	2026-05-15	unknown	58	flip only	evaluated
kitdev.app	2026-05-15	unknown	53	potential	evaluated
kitdev.co	2026-05-15	unknown	56	potential	evaluated
kitdev.com	2026-05-15	unknown	60	flip only	evaluated
kitdev.dev	2026-05-15	unknown	52	potential	evaluated
kitdev.io	2026-05-15	unknown	55	flip only	evaluated
kitdev.tech	2026-05-15	unknown	51	potential	evaluated
kitflow.ai	2026-05-15	unknown	56	flip only	evaluated
kitflow.app	2026-05-15	unknown	51	flip only	evaluated
kitflow.co	2026-05-15	unknown	54	flip only	evaluated
kitflow.com	2026-05-15	unknown	58	flip only	evaluated
kitflow.dev	2026-05-15	unknown	50	flip only	evaluated
kitflow.io	2026-05-15	unknown	53	flip only	evaluated
kitflow.tech	2026-05-15	unknown	49	flip only	evaluated
kitgenie.ai	2026-05-15	unknown	51	potential	evaluated
kitgenie.app	2026-05-15	unknown	46	potential	evaluated
kitgenie.co	2026-05-15	unknown	49	potential	evaluated
kitgenie.com	2026-05-15	unknown	53	potential	evaluated
kitgenie.dev	2026-05-15	unknown	45	potential	evaluated
kitgenie.io	2026-05-15	unknown	48	potential	evaluated
kitgenie.tech	2026-05-15	unknown	44	potential	evaluated
kitgrid.ai	2026-05-15	unknown	54	flip only	evaluated
kitgrid.app	2026-05-15	unknown	49	flip only	evaluated
kitgrid.co	2026-05-15	unknown	52	flip only	evaluated
kitgrid.com	2026-05-15	unknown	56	flip only	evaluated
kitgrid.dev	2026-05-15	unknown	48	flip only	evaluated
kitgrid.io	2026-05-15	unknown	51	flip only	evaluated
kitgrid.tech	2026-05-15	unknown	47	flip only	evaluated
kithq.ai	2026-05-15	unknown	51	potential	evaluated
kithq.app	2026-05-15	unknown	46	potential	evaluated
kithq.co	2026-05-15	unknown	49	potential	evaluated
kithq.com	2026-05-15	unknown	53	potential	evaluated
kithq.dev	2026-05-15	unknown	45	potential	evaluated
kithq.io	2026-05-15	unknown	48	potential	evaluated
kithq.tech	2026-05-15	unknown	44	potential	evaluated
kithub.ai	2026-05-15	unknown	56	flip only	evaluated
kithub.app	2026-05-15	unknown	51	flip only	evaluated
kithub.co	2026-05-15	unknown	54	flip only	evaluated
kithub.com	2026-05-15	unknown	58	flip only	evaluated
kithub.dev	2026-05-15	unknown	50	flip only	evaluated
kithub.io	2026-05-15	unknown	53	flip only	evaluated
kithub.tech	2026-05-15	unknown	49	flip only	evaluated
kitify.ai	2026-05-15	unknown	49	potential	evaluated
kitify.app	2026-05-15	unknown	44	potential	evaluated
kitify.co	2026-05-15	unknown	47	potential	evaluated
kitify.com	2026-05-15	unknown	51	potential	evaluated
kitify.dev	2026-05-15	unknown	43	potential	evaluated
kitify.io	2026-05-15	unknown	46	potential	evaluated
kitify.tech	2026-05-15	unknown	42	potential	evaluated
kitio.ai	2026-05-15	unknown	51	potential	evaluated
kitio.app	2026-05-15	unknown	46	potential	evaluated
kitio.co	2026-05-15	unknown	49	potential	evaluated
kitio.com	2026-05-15	unknown	53	potential	evaluated
kitio.dev	2026-05-15	unknown	45	potential	evaluated
kitio.io	2026-05-15	unknown	48	potential	evaluated
kitio.tech	2026-05-15	unknown	44	potential	evaluated
kitkit.ai	2026-05-15	unknown	49	potential	evaluated
kitkit.app	2026-05-15	unknown	44	potential	evaluated
kitkit.co	2026-05-15	unknown	47	potential	evaluated
kitkit.com	2026-05-15	unknown	51	potential	evaluated
kitkit.dev	2026-05-15	unknown	43	potential	evaluated
kitkit.io	2026-05-15	unknown	46	potential	evaluated
kitkit.tech	2026-05-15	unknown	42	potential	evaluated
kitlab.ai	2026-05-15	unknown	52	potential	evaluated
kitlab.app	2026-05-15	unknown	47	potential	evaluated
kitlab.co	2026-05-15	unknown	50	potential	evaluated
kitlab.com	2026-05-15	unknown	54	potential	evaluated
kitlab.dev	2026-05-15	unknown	46	potential	evaluated
kitlab.io	2026-05-15	unknown	49	potential	evaluated
kitlab.tech	2026-05-15	unknown	45	potential	evaluated
kitlink.ai	2026-05-15	unknown	49	potential	evaluated
kitlink.app	2026-05-15	unknown	44	potential	evaluated
kitlink.co	2026-05-15	unknown	47	potential	evaluated
kitlink.com	2026-05-15	unknown	51	potential	evaluated
kitlink.dev	2026-05-15	unknown	43	potential	evaluated
kitlink.io	2026-05-15	unknown	46	potential	evaluated
kitlink.tech	2026-05-15	unknown	42	potential	evaluated
kitllm.ai	2026-05-15	unknown	52	potential	evaluated
kitllm.app	2026-05-15	unknown	47	potential	evaluated
kitllm.co	2026-05-15	unknown	50	potential	evaluated
kitllm.com	2026-05-15	unknown	54	potential	evaluated
kitllm.dev	2026-05-15	unknown	46	potential	evaluated
kitllm.io	2026-05-15	unknown	49	potential	evaluated
kitllm.tech	2026-05-15	unknown	45	potential	evaluated
kitloop.ai	2026-05-15	unknown	46	potential	evaluated
kitloop.app	2026-05-15	unknown	41	potential	evaluated
kitloop.co	2026-05-15	unknown	44	potential	evaluated
kitloop.com	2026-05-15	unknown	48	potential	evaluated
kitloop.dev	2026-05-15	unknown	40	potential	evaluated
kitloop.io	2026-05-15	unknown	43	potential	evaluated
kitloop.tech	2026-05-15	unknown	39	potential	evaluated
kitly.ai	2026-05-15	unknown	51	potential	evaluated
kitly.app	2026-05-15	unknown	46	potential	evaluated
kitly.co	2026-05-15	unknown	49	potential	evaluated
kitly.com	2026-05-15	unknown	53	potential	evaluated
kitly.dev	2026-05-15	unknown	45	potential	evaluated
kitly.io	2026-05-15	unknown	48	potential	evaluated
kitly.tech	2026-05-15	unknown	44	potential	evaluated
kitmate.ai	2026-05-15	unknown	47	potential	evaluated
kitmate.app	2026-05-15	unknown	42	potential	evaluated
kitmate.co	2026-05-15	unknown	45	potential	evaluated
kitmate.com	2026-05-15	unknown	49	potential	evaluated
kitmate.dev	2026-05-15	unknown	41	potential	evaluated
kitmate.io	2026-05-15	unknown	44	potential	evaluated
kitmate.tech	2026-05-15	unknown	40	potential	evaluated
kitmesh.ai	2026-05-15	unknown	49	potential	evaluated
kitmesh.app	2026-05-15	unknown	44	potential	evaluated
kitmesh.co	2026-05-15	unknown	47	potential	evaluated
kitmesh.com	2026-05-15	unknown	51	potential	evaluated
kitmesh.dev	2026-05-15	unknown	43	potential	evaluated
kitmesh.io	2026-05-15	unknown	46	potential	evaluated
kitmesh.tech	2026-05-15	unknown	42	potential	evaluated
kitmetric.ai	2026-05-15	unknown	47	flip only	evaluated
kitmetric.app	2026-05-15	unknown	42	potential	evaluated
kitmetric.co	2026-05-15	unknown	45	potential	evaluated
kitmetric.com	2026-05-15	unknown	49	flip only	evaluated
kitmetric.dev	2026-05-15	unknown	41	potential	evaluated
kitmetric.io	2026-05-15	unknown	44	flip only	evaluated
kitmetric.tech	2026-05-15	unknown	40	potential	evaluated
kitneo.ai	2026-05-15	unknown	48	potential	evaluated
kitneo.app	2026-05-15	unknown	43	potential	evaluated
kitneo.co	2026-05-15	unknown	46	potential	evaluated
kitneo.com	2026-05-15	unknown	50	potential	evaluated
kitneo.dev	2026-05-15	unknown	42	potential	evaluated
kitneo.io	2026-05-15	unknown	45	potential	evaluated
kitneo.tech	2026-05-15	unknown	41	potential	evaluated
kitnet.ai	2026-05-15	unknown	49	potential	evaluated
kitnet.app	2026-05-15	unknown	44	potential	evaluated
kitnet.co	2026-05-15	unknown	47	potential	evaluated
kitnet.com	2026-05-15	unknown	51	potential	evaluated
kitnet.dev	2026-05-15	unknown	43	potential	evaluated
kitnet.io	2026-05-15	unknown	46	potential	evaluated
kitnet.tech	2026-05-15	unknown	42	potential	evaluated
kitneural.ai	2026-05-15	unknown	47	potential	evaluated
kitneural.app	2026-05-15	unknown	42	potential	evaluated
kitneural.co	2026-05-15	unknown	45	potential	evaluated
kitneural.com	2026-05-15	unknown	49	potential	evaluated
kitneural.dev	2026-05-15	unknown	41	potential	evaluated
kitneural.io	2026-05-15	unknown	44	potential	evaluated
kitneural.tech	2026-05-15	unknown	40	potential	evaluated
kitnode.ai	2026-05-15	unknown	49	potential	evaluated
kitnode.app	2026-05-15	unknown	44	potential	evaluated
kitnode.co	2026-05-15	unknown	47	potential	evaluated
kitnode.com	2026-05-15	unknown	51	potential	evaluated
kitnode.dev	2026-05-15	unknown	43	potential	evaluated
kitnode.io	2026-05-15	unknown	46	potential	evaluated
kitnode.tech	2026-05-15	unknown	42	potential	evaluated
kitops.ai	2026-05-15	unknown	58	flip only	evaluated
kitops.app	2026-05-15	unknown	53	flip only	evaluated
kitops.co	2026-05-15	unknown	56	flip only	evaluated
kitops.com	2026-05-15	unknown	60	flip only	evaluated
kitops.dev	2026-05-15	unknown	52	flip only	evaluated
kitops.io	2026-05-15	unknown	55	flip only	evaluated
kitops.tech	2026-05-15	unknown	51	flip only	evaluated
kitorb.ai	2026-05-15	unknown	48	potential	evaluated
kitorb.app	2026-05-15	unknown	43	potential	evaluated
kitorb.co	2026-05-15	unknown	46	potential	evaluated
kitorb.com	2026-05-15	unknown	50	potential	evaluated
kitorb.dev	2026-05-15	unknown	42	potential	evaluated
kitorb.io	2026-05-15	unknown	45	potential	evaluated
kitorb.tech	2026-05-15	unknown	41	potential	evaluated
kitprompt.ai	2026-05-15	unknown	47	potential	evaluated
kitprompt.app	2026-05-15	unknown	42	potential	evaluated
kitprompt.co	2026-05-15	unknown	45	potential	evaluated
kitprompt.com	2026-05-15	unknown	49	potential	evaluated
kitprompt.dev	2026-05-15	unknown	41	potential	evaluated
kitprompt.io	2026-05-15	unknown	44	potential	evaluated
kitprompt.tech	2026-05-15	unknown	40	potential	evaluated
kitpulse.ai	2026-05-15	unknown	44	potential	evaluated
kitpulse.app	2026-05-15	unknown	39	potential	evaluated
kitpulse.co	2026-05-15	unknown	42	potential	evaluated
kitpulse.com	2026-05-15	unknown	46	potential	evaluated
kitpulse.dev	2026-05-15	unknown	38	potential	evaluated
kitpulse.io	2026-05-15	unknown	41	potential	evaluated
kitpulse.tech	2026-05-15	unknown	37	potential	evaluated
kitshift.ai	2026-05-15	unknown	44	potential	evaluated
kitshift.app	2026-05-15	unknown	39	potential	evaluated
kitshift.co	2026-05-15	unknown	42	potential	evaluated
kitshift.com	2026-05-15	unknown	46	potential	evaluated
kitshift.dev	2026-05-15	unknown	38	potential	evaluated
kitshift.io	2026-05-15	unknown	41	potential	evaluated
kitshift.tech	2026-05-15	unknown	37	potential	evaluated
kitship.ai	2026-05-15	unknown	56	flip only	evaluated
kitship.app	2026-05-15	unknown	51	flip only	evaluated
kitship.co	2026-05-15	unknown	54	flip only	evaluated
kitship.com	2026-05-15	unknown	58	flip only	evaluated
kitship.dev	2026-05-15	unknown	50	potential	evaluated
kitship.io	2026-05-15	unknown	53	flip only	evaluated
kitship.tech	2026-05-15	unknown	49	potential	evaluated
kitspark.ai	2026-05-15	unknown	48	potential	evaluated
kitspark.app	2026-05-15	unknown	43	potential	evaluated
kitspark.co	2026-05-15	unknown	46	potential	evaluated
kitspark.com	2026-05-15	unknown	50	potential	evaluated
kitspark.dev	2026-05-15	unknown	42	potential	evaluated
kitspark.io	2026-05-15	unknown	45	potential	evaluated
kitspark.tech	2026-05-15	unknown	41	potential	evaluated
kitstack.ai	2026-05-15	unknown	54	flip only	evaluated
kitstack.app	2026-05-15	unknown	49	flip only	evaluated
kitstack.co	2026-05-15	unknown	52	flip only	evaluated
kitstack.com	2026-05-15	unknown	56	flip only	evaluated
kitstack.dev	2026-05-15	unknown	48	flip only	evaluated
kitstack.io	2026-05-15	unknown	51	flip only	evaluated
kitstack.tech	2026-05-15	unknown	47	flip only	evaluated
kitswarm.ai	2026-05-15	unknown	51	potential	evaluated
kitswarm.app	2026-05-15	unknown	46	potential	evaluated
kitswarm.co	2026-05-15	unknown	49	potential	evaluated
kitswarm.com	2026-05-15	unknown	53	potential	evaluated
kitswarm.dev	2026-05-15	unknown	45	potential	evaluated
kitswarm.io	2026-05-15	unknown	48	potential	evaluated
kitswarm.tech	2026-05-15	unknown	44	potential	evaluated
kitsync.ai	2026-05-15	unknown	56	flip only	evaluated
kitsync.app	2026-05-15	unknown	51	flip only	evaluated
kitsync.co	2026-05-15	unknown	54	flip only	evaluated
kitsync.com	2026-05-15	unknown	58	flip only	evaluated
kitsync.dev	2026-05-15	unknown	50	flip only	evaluated
kitsync.io	2026-05-15	unknown	53	flip only	evaluated
kitsync.tech	2026-05-15	unknown	49	flip only	evaluated
kitsys.ai	2026-05-15	unknown	49	potential	evaluated
kitsys.app	2026-05-15	unknown	44	potential	evaluated
kitsys.co	2026-05-15	unknown	47	potential	evaluated
kitsys.com	2026-05-15	unknown	51	potential	evaluated
kitsys.dev	2026-05-15	unknown	43	potential	evaluated
kitsys.io	2026-05-15	unknown	46	potential	evaluated
kitsys.tech	2026-05-15	unknown	42	potential	evaluated
kitvector.ai	2026-05-15	unknown	47	potential	evaluated
kitvector.app	2026-05-15	unknown	42	potential	evaluated
kitvector.co	2026-05-15	unknown	45	potential	evaluated
kitvector.com	2026-05-15	unknown	49	potential	evaluated
kitvector.dev	2026-05-15	unknown	41	potential	evaluated
kitvector.io	2026-05-15	unknown	44	potential	evaluated
kitvector.tech	2026-05-15	unknown	40	potential	evaluated
kitvox.ai	2026-05-15	unknown	48	potential	evaluated
kitvox.app	2026-05-15	unknown	43	potential	evaluated
kitvox.co	2026-05-15	unknown	46	potential	evaluated
kitvox.com	2026-05-15	unknown	50	potential	evaluated
kitvox.dev	2026-05-15	unknown	42	potential	evaluated
kitvox.io	2026-05-15	unknown	45	potential	evaluated
kitvox.tech	2026-05-15	unknown	41	potential	evaluated
kitvr.ai	2026-05-15	unknown	50	potential	evaluated
kitvr.app	2026-05-15	unknown	45	potential	evaluated
kitvr.co	2026-05-15	unknown	48	potential	evaluated
kitvr.com	2026-05-15	unknown	52	potential	evaluated
kitvr.dev	2026-05-15	unknown	44	potential	evaluated
kitvr.io	2026-05-15	unknown	47	potential	evaluated
kitvr.tech	2026-05-15	unknown	43	potential	evaluated
kitware.ai	2026-05-15	unknown	54	potential	evaluated
kitware.app	2026-05-15	unknown	49	potential	evaluated
kitware.co	2026-05-15	unknown	52	potential	evaluated
kitware.com	2026-05-15	unknown	56	potential	evaluated
kitware.dev	2026-05-15	unknown	48	potential	evaluated
kitware.io	2026-05-15	unknown	51	potential	evaluated
kitware.tech	2026-05-15	unknown	47	potential	evaluated
kitwave.ai	2026-05-15	unknown	46	potential	evaluated
kitwave.app	2026-05-15	unknown	41	potential	evaluated
kitwave.co	2026-05-15	unknown	44	potential	evaluated
kitwave.com	2026-05-15	unknown	48	potential	evaluated
kitwave.dev	2026-05-15	unknown	40	potential	evaluated
kitwave.io	2026-05-15	unknown	43	potential	evaluated
kitwave.tech	2026-05-15	unknown	39	potential	evaluated
kitworks.ai	2026-05-15	unknown	48	potential	evaluated
kitworks.app	2026-05-15	unknown	43	potential	evaluated
kitworks.co	2026-05-15	unknown	46	potential	evaluated
kitworks.com	2026-05-15	unknown	50	potential	evaluated
kitworks.dev	2026-05-15	unknown	42	potential	evaluated
kitworks.io	2026-05-15	unknown	45	potential	evaluated
kitworks.tech	2026-05-15	unknown	41	potential	evaluated
kitzen.ai	2026-05-15	unknown	48	potential	evaluated
kitzen.app	2026-05-15	unknown	43	potential	evaluated
kitzen.co	2026-05-15	unknown	46	potential	evaluated
kitzen.com	2026-05-15	unknown	50	potential	evaluated
kitzen.dev	2026-05-15	unknown	42	potential	evaluated
kitzen.io	2026-05-15	unknown	45	potential	evaluated
kitzen.tech	2026-05-15	unknown	41	potential	evaluated
knaedo.ai	2026-05-16	unknown	37	skip	evaluated
knaedo.app	2026-05-16	unknown	32	skip	evaluated
knaedo.co	2026-05-16	unknown	35	skip	evaluated
knaedo.com	2026-05-16	unknown	39	skip	evaluated
knaedo.dev	2026-05-16	unknown	31	skip	evaluated
knaedo.io	2026-05-16	unknown	34	skip	evaluated
knaedo.tech	2026-05-16	unknown	30	skip	evaluated
knaero.ai	2026-05-16	unknown	37	skip	evaluated
knaero.app	2026-05-16	unknown	32	skip	evaluated
knaero.co	2026-05-16	unknown	35	skip	evaluated
knaero.com	2026-05-16	unknown	39	skip	evaluated
knaero.dev	2026-05-16	unknown	31	skip	evaluated
knaero.io	2026-05-16	unknown	34	skip	evaluated
knaero.tech	2026-05-16	unknown	30	skip	evaluated
knaino.ai	2026-05-16	available	48	potential	in_report
knaino.app	2026-05-16	available	43	potential	in_report
knaino.co	2026-05-16	available	46	potential	in_report
knaino.com	2026-05-16	available	50	potential	in_report
knaino.dev	2026-05-16	available	42	potential	in_report
knaino.io	2026-05-16	available	45	potential	in_report
knaino.tech	2026-05-16	unknown	41	potential	evaluated
knairo.ai	2026-05-17	available	48	potential	in_report
knairo.app	2026-05-17	available	43	potential	in_report
knairo.co	2026-05-17	available	46	potential	in_report
knairo.com	2026-05-17	available	50	potential	in_report
knairo.dev	2026-05-17	available	42	potential	in_report
knairo.io	2026-05-17	available	45	potential	in_report
knairo.tech	2026-05-17	unknown	41	potential	evaluated
knaito.ai	2026-05-18	available	48	potential	in_report
knaito.app	2026-05-18	available	43	potential	in_report
knaito.co	2026-05-18	available	46	potential	in_report
knaito.com	2026-05-18	unknown	50	potential	evaluated
knaito.dev	2026-05-18	available	42	potential	in_report
knaito.io	2026-05-18	available	45	potential	in_report
knaito.tech	2026-05-18	unknown	41	potential	evaluated
knaize.ai	2026-05-16	available	48	potential	in_report
knaize.app	2026-05-16	available	43	potential	in_report
knaize.co	2026-05-16	available	46	potential	in_report
knaize.com	2026-05-16	available	50	potential	in_report
knaize.dev	2026-05-16	available	42	potential	in_report
knaize.io	2026-05-16	available	45	potential	in_report
knaize.tech	2026-05-16	unknown	41	potential	evaluated
knargo.ai	2026-05-16	unknown	41	potential	evaluated
knargo.app	2026-05-16	unknown	36	skip	evaluated
knargo.co	2026-05-16	unknown	39	skip	evaluated
knargo.com	2026-05-16	unknown	43	potential	evaluated
knargo.dev	2026-05-16	unknown	35	skip	evaluated
knargo.io	2026-05-16	unknown	38	potential	evaluated
knargo.tech	2026-05-16	unknown	34	skip	evaluated
knarmo.ai	2026-05-19	unknown	41	potential	evaluated
knarmo.app	2026-05-19	unknown	36	skip	evaluated
knarmo.co	2026-05-19	unknown	39	skip	evaluated
knarmo.com	2026-05-19	available	43	potential	in_report
knarmo.dev	2026-05-19	unknown	35	skip	evaluated
knarmo.io	2026-05-19	unknown	38	potential	evaluated
knarmo.tech	2026-05-19	unknown	34	skip	evaluated
knarxa.ai	2026-05-18	available	41	potential	in_report
knarxa.app	2026-05-18	unknown	36	skip	evaluated
knarxa.co	2026-05-18	unknown	39	skip	evaluated
knarxa.com	2026-05-18	available	43	potential	in_report
knarxa.dev	2026-05-18	unknown	35	skip	evaluated
knarxa.io	2026-05-18	available	38	potential	in_report
knarxa.tech	2026-05-18	unknown	34	skip	evaluated
knarzo.ai	2026-05-15	unknown	41	potential	evaluated
knarzo.app	2026-05-15	unknown	36	skip	evaluated
knarzo.co	2026-05-15	unknown	39	skip	evaluated
knarzo.com	2026-05-15	unknown	43	potential	evaluated
knarzo.dev	2026-05-15	unknown	35	skip	evaluated
knarzo.io	2026-05-15	unknown	38	potential	evaluated
knarzo.tech	2026-05-15	unknown	34	skip	evaluated
knerdo.ai	2026-05-17	unknown	37	skip	evaluated
knerdo.app	2026-05-17	unknown	32	skip	evaluated
knerdo.co	2026-05-17	unknown	35	skip	evaluated
knerdo.com	2026-05-17	unknown	39	skip	evaluated
knerdo.dev	2026-05-17	unknown	31	skip	evaluated
knerdo.io	2026-05-17	unknown	34	skip	evaluated
